ptid,p1,p2,p3,p4,p5,p6,p7,p8,p9
628,3.4073513664929416e-05,0.006507557028360841,0.7845601682766945,0.16177703168080224,0.018647003187788423,0.027498632404173506,0.0009679994959677986,7.5223481697554845e-06,1.2064377506848878e-08
631,0.0021575534960144235,0.8886394884744884,0.02566210809604227,0.08332905007420352,0.00021173171199402138,6.266725206061752e-08,1.9019132799968834e-10,5.289816639828768e-09,1.4140830674546196e-18
662,1.6140674111109743e-16,1.4719820502965953e-08,0.0011595239375187627,4.692214289296615e-06,0.004041894700273549,0.9941459909896725,0.0006401542230227065,1.1969587075864403e-06,6.532256691427763e-06
663,7.486394630550379e-12,4.855560188448991e-05,0.1003377937727348,0.30876426720056194,0.3994227000367721,0.1233680041368153,0.01852866687560136,0.049526727366907185,3.2850012340925162e-06
667,0.6306265523768103,0.3620677036570957,0.007022997928069456,0.0002777679336574851,4.838407351666643e-06,1.390130909756631e-07,6.459275166302644e-10,3.8001238757987467e-11,1.7246297263689933e-20
670,9.603819383395826e-12,0.0003822566116650745,0.012203000925052243,0.012905289570068723,0.9705744342031571,0.00027808895993573226,0.0016356300043194316,0.00202129671032886,3.0058727754544077e-09
671,1.676466939108043e-10,0.00022674142974186766,0.0372543826206582,0.12221987510001114,0.7268676411363881,0.07762168654637171,0.03152488281346723,0.004284059607594685,7.305781188250437e-07
688,8.820696121664419e-27,3.30478495450369e-17,3.050353867383137e-12,3.935010872728178e-14,9.90824041985523e-09,2.0366069687103277e-05,0.0007604541826310209,0.0006155820939382117,0.9986035877424176
690,1.5335483281718348e-20,3.325298914472203e-11,2.696123024942954e-07,9.781359265099427e-06,0.0015562462170260805,0.00020456294071994485,0.6817724996266109,0.309985798820839,0.006470841389981182
702,1.2612140155469148e-06,0.004902839628647622,0.6947732259002712,0.1587157668211559,0.026436907628276236,0.0070534916631256415,0.05194815004375006,0.05616378482564834,4.572275109651474e-06
703,0.013131169170426619,0.13188094178395737,0.4248809392181719,0.412500734395032,0.017006959102253107,0.0005903642422729814,6.749849761622754e-06,2.1422235692903483e-06,1.4557973541228978e-11
712,1.193361079286868e-08,8.279167578473479e-05,0.006072060313943539,0.1202951159842704,0.2423360146822225,0.22337329709564666,0.1425111102386964,0.26008267446293765,0.005246923612887397
714,2.2295920518868432e-05,0.6384711063311485,0.2805289576385457,0.07247527093515294,0.008239391965049475,0.00025686556759427106,2.492515811386898e-06,3.619125485612032e-06,6.923240405251345e-13
716,7.095501795327491e-08,0.001311973627096152,0.5233788750190765,0.4383909585246115,0.01867403571987023,0.01615112850357352,0.0019326360488295666,0.0001603210512231511,5.50702328918471e-10
718,2.7186051198555855e-15,1.1308837174068928e-07,0.0017469155057472092,0.003941804360257553,0.07401402368172535,0.2150709201046338,0.6449008273925423,0.05545193920019318,0.004873456666529357
728,2.844397052075507e-06,0.11050303546493255,0.702292132283029,0.1555724687644202,0.03098212689867688,0.0003466690807047353,0.0002946358077393373,6.087303082102594e-06,3.651510895782481e-13
732,1.018169137712696e-12,4.120772742107153e-06,0.00046840628810271203,0.0012655627354462256,0.06863094246595962,0.0010948646416906144,0.3086005982255754,0.6194347164813437,0.0005007883881232201
734,7.196545557975042e-25,2.6367566682016762e-14,2.088537768420126e-09,3.450915324333454e-07,0.0007224329728340172,7.881497120886604e-05,0.13937330835605513,0.13597367402167454,0.7238514224981232
741,0.20307232862437605,0.6640440865716004,0.13255213282558498,0.00012814467238240313,0.00019544067988681773,7.86018560146476e-06,6.434597809118765e-09,5.96929817885324e-12,7.716977666707168e-20
754,1.339373487777647e-21,8.799275523380869e-12,1.4298104560181623e-07,2.9484241002565024e-07,0.00020456087885703267,0.0009272530534934525,0.04283388523313055,0.7952836523862045,0.16075021061605893
764,1.0856919178301106e-05,0.036513445662136046,0.8371508006683112,0.086081306485239,0.02703162333968738,0.004900254359783931,0.0075588306414011265,0.0007528815479639316,3.762995656399748e-10
765,2.846867083767865e-09,0.0009869068399921861,0.012831211405497344,0.13856351220866434,0.6235838031395603,0.025595697677710604,0.07843967307156922,0.11999435236330916,4.8404468332720935e-06
766,0.14750687511545227,0.5884419781906002,0.2601478158561343,0.0035724959598446757,0.0003257549567634127,5.0786163744633375e-06,1.2874013866036937e-09,1.7429415428047126e-11,4.52724964892739e-18
769,5.440812429391317e-07,0.0036006547503388887,0.6783853136737502,0.2903474434296352,0.02483469685769848,0.0016994422836647215,0.0010698348919211942,6.20699864892959e-05,4.5260618219802234e-11
770,6.884862803829869e-19,3.4866680459796937e-10,0.0008268621470770591,7.149079915456311e-06,0.004558947124369229,0.49726168710408525,0.4710292174948496,0.0029231826125642882,0.023392954088468462
771,7.124920900740609e-13,9.637030389923516e-07,0.007875748901676699,0.008112825496917712,0.005901498976410102,0.9333251896458704,0.04216734793043862,0.0021175533209187524,0.0004988720240216944
778,2.2042488490429764e-06,0.10147273944700252,0.7482909832335032,0.10644735382185617,0.04155755749240869,0.0021434798580478257,6.845882726405401e-05,1.7223062053017026e-05,9.013838279020076e-12
787,4.82038442960563e-07,0.003972314414480349,0.5632198540050414,0.0956255816064381,0.21611437978516318,0.04121747912633218,0.0793185671628192,0.0005313314335072001,1.0427773317164174e-08
795,3.356840960814233e-24,7.114202523837703e-13,1.0313290837713806e-07,8.753043454546942e-07,0.0005897395547290864,0.005459000283708839,0.823082057498077,0.00540852666575246,0.16545969755976497
809,2.5395202254203724e-07,0.007108105030381234,0.6180749772435922,0.10701800498116235,0.07856391866251225,0.17675955738834592,0.010683855547513282,0.001791229151520576,9.80429509924819e-08
